@RELATION banking_fraud

@ATTRIBUTE age NUMERIC
@ATTRIBUTE gender {Female,Male}
@ATTRIBUTE occupation {Business,Retired,Salaried,Self_Employed,Student}
@ATTRIBUTE account_type {Current,Savings}
@ATTRIBUTE account_balance NUMERIC
@ATTRIBUTE transaction_type {Cash_Withdrawal,Deposit,Payment,Transfer}
@ATTRIBUTE payment_method {Card,Cash,Net_Banking,UPI,Wallet}
@ATTRIBUTE channel {ATM,Branch,Mobile,Web}
@ATTRIBUTE amount NUMERIC
@ATTRIBUTE transaction_hour NUMERIC
@ATTRIBUTE age_band {Adult,Elderly,Middle_Aged,Senior,Young}
@ATTRIBUTE fraud {0,1}

@DATA
54,Male,Self_Employed,Savings,28100.48,Cash_Withdrawal,Net_Banking,Mobile,1686.5,19,Senior,0
29,Male,Salaried,Savings,23277.61,Payment,UPI,Mobile,715.21,21,Adult,0
66,Male,Salaried,Savings,20801.7,Transfer,Net_Banking,ATM,1012.46,14,Elderly,0
72,Female,Salaried,Savings,120501.91,Payment,Card,ATM,421.62,5,Elderly,0
30,Male,Salaried,Savings,10896.55,Cash_Withdrawal,Wallet,Web,694.51,2,Adult,1
40,Female,Salaried,Savings,27721.11,Transfer,Cash,Web,726.17,17,Middle_Aged,0
42,Male,Salaried,Savings,11497.23,Deposit,UPI,Mobile,1058.19,23,Middle_Aged,0
52,Male,Student,Savings,17451.49,Deposit,Card,Branch,255.89,19,Senior,0
58,Male,Self_Employed,Savings,107892.73,Transfer,Card,ATM,788.51,21,Senior,0
47,Male,Salaried,Savings,33696.73,Cash_Withdrawal,Net_Banking,Mobile,884.94,2,Middle_Aged,0
34,Male,Salaried,Savings,33372.8,Transfer,Cash,Web,1319.19,7,Adult,0
66,Female,Salaried,Savings,12688.04,Transfer,Card,Web,4440.58,18,Elderly,0
37,Female,Business,Savings,19154.69,Payment,Cash,Branch,990.94,17,Middle_Aged,0
65,Male,Student,Savings,115670.07,Transfer,Card,Branch,324.65,14,Senior,0
42,Male,Salaried,Savings,40114.37,Deposit,UPI,ATM,1251.47,22,Middle_Aged,0
39,Male,Retired,Savings,20500.98,Payment,UPI,Branch,539.81,13,Middle_Aged,0
30,Male,Salaried,Savings,38272.46,Transfer,UPI,Branch,526.01,15,Adult,0
36,Female,Salaried,Savings,33327.26,Transfer,UPI,Mobile,815.73,2,Middle_Aged,1
66,Male,Self_Employed,Current,13745.25,Transfer,UPI,Branch,652.33,14,Elderly,0
53,Female,Student,Savings,20029.34,Payment,UPI,ATM,378.02,18,Senior,0
29,Male,Salaried,Current,163346.48,Deposit,Net_Banking,Web,675.06,7,Adult,0
58,Female,Salaried,Savings,36812.84,Transfer,UPI,Mobile,1729.69,1,Senior,1
36,Male,Salaried,Current,7667.66,Payment,UPI,ATM,1142.0,16,Middle_Aged,0
29,Male,Salaried,Savings,40464.01,Cash_Withdrawal,UPI,Mobile,406.39,11,Adult,0
26,Female,Student,Savings,76303.24,Payment,Card,Mobile,463.85,18,Adult,0
24,Male,Salaried,Savings,13049.4,Transfer,Card,Web,1240.48,10,Young,0
45,Male,Student,Savings,18667.25,Transfer,UPI,Mobile,408.64,17,Middle_Aged,0
31,Male,Self_Employed,Current,86078.66,Payment,Cash,Mobile,447.29,12,Adult,0
48,Female,Salaried,Current,27665.18,Deposit,Cash,ATM,619.54,13,Middle_Aged,0
69,Male,Salaried,Savings,23997.32,Payment,Card,Web,414.94,11,Elderly,0
36,Male,Self_Employed,Savings,9238.67,Payment,Card,Web,1212.86,14,Middle_Aged,0
64,Female,Business,Savings,63351.45,Transfer,Card,Web,806.19,22,Senior,0
33,Female,Student,Current,23137.84,Payment,UPI,Web,4465.97,20,Adult,0
70,Female,Retired,Savings,4737.26,Cash_Withdrawal,Cash,Mobile,343.15,7,Elderly,0
22,Male,Salaried,Savings,7645.63,Payment,Net_Banking,Mobile,3466.07,1,Young,0
52,Male,Student,Savings,17166.85,Deposit,Cash,Mobile,1390.39,7,Senior,0
29,Male,Self_Employed,Current,11404.08,Deposit,UPI,Branch,4871.0,22,Adult,0
42,Female,Salaried,Savings,12929.03,Deposit,Net_Banking,Web,4252.91,4,Middle_Aged,0
69,Male,Salaried,Current,175559.96,Deposit,Card,Mobile,715.46,1,Elderly,0
38,Male,Salaried,Current,47382.98,Cash_Withdrawal,UPI,Mobile,268.04,9,Middle_Aged,0
53,Female,Salaried,Savings,3422.49,Payment,Card,Mobile,946.2,22,Senior,0
70,Female,Salaried,Savings,20921.71,Payment,Cash,Web,151.92,9,Elderly,0
40,Female,Self_Employed,Current,25044.39,Cash_Withdrawal,Net_Banking,Mobile,2121.03,3,Middle_Aged,0
33,Female,Salaried,Savings,8254.0,Cash_Withdrawal,Card,Web,1276.1,3,Adult,0
74,Female,Self_Employed,Current,41254.23,Payment,UPI,Mobile,602.48,7,Elderly,0
56,Male,Salaried,Savings,5254.75,Transfer,Cash,Mobile,699.55,5,Senior,0
62,Female,Self_Employed,Savings,64702.66,Cash_Withdrawal,Net_Banking,Branch,394.6,14,Senior,0
70,Male,Business,Current,85239.82,Transfer,UPI,Mobile,1062.1,17,Elderly,0
59,Male,Business,Savings,176675.16,Transfer,Net_Banking,Branch,406.69,20,Senior,0
56,Female,Salaried,Savings,7635.29,Cash_Withdrawal,Card,ATM,1056.68,21,Senior,0
31,Female,Salaried,Current,8984.73,Payment,Net_Banking,Mobile,1561.03,7,Adult,0
48,Female,Salaried,Savings,46823.37,Transfer,Card,Mobile,2100.7,19,Middle_Aged,0
22,Male,Self_Employed,Savings,69296.11,Cash_Withdrawal,Card,Web,1712.09,6,Young,0
52,Female,Self_Employed,Savings,51388.11,Payment,Cash,Web,813.86,22,Senior,0
40,Female,Salaried,Current,63816.92,Transfer,Net_Banking,ATM,1709.76,19,Middle_Aged,0
46,Female,Salaried,Current,80939.88,Deposit,UPI,Mobile,1255.28,16,Middle_Aged,0
60,Female,Salaried,Savings,31628.07,Cash_Withdrawal,Card,Mobile,1244.91,18,Senior,0
28,Female,Business,Current,22696.37,Cash_Withdrawal,UPI,Mobile,392.89,1,Adult,1
35,Male,Salaried,Current,9004.31,Transfer,UPI,Mobile,314.73,11,Adult,0
64,Male,Self_Employed,Savings,21194.9,Cash_Withdrawal,Net_Banking,Mobile,1419.35,18,Senior,0
29,Male,Retired,Savings,23958.76,Transfer,UPI,Mobile,1783.51,4,Adult,1
26,Female,Salaried,Savings,12584.89,Cash_Withdrawal,Net_Banking,Mobile,589.3,11,Adult,0
27,Female,Salaried,Savings,26092.96,Transfer,Card,ATM,3548.35,16,Adult,0
61,Female,Salaried,Savings,11499.94,Payment,Wallet,Mobile,10030.75,4,Senior,0
34,Male,Salaried,Current,65556.38,Transfer,UPI,ATM,6332.91,1,Adult,0
55,Female,Salaried,Savings,37822.51,Payment,UPI,Mobile,839.96,3,Senior,1
24,Female,Student,Savings,18626.06,Payment,UPI,Web,711.23,5,Young,0
63,Female,Self_Employed,Savings,31290.58,Transfer,Net_Banking,ATM,2408.67,8,Senior,0
30,Male,Salaried,Savings,11113.64,Deposit,Card,ATM,2162.16,21,Adult,0
57,Female,Salaried,Savings,12052.72,Transfer,UPI,ATM,360.26,9,Senior,0
59,Male,Self_Employed,Savings,16202.43,Payment,Net_Banking,Web,860.74,10,Senior,0
26,Female,Self_Employed,Savings,23073.9,Cash_Withdrawal,Net_Banking,ATM,2125.05,1,Adult,0
67,Male,Salaried,Savings,30120.51,Deposit,Net_Banking,Branch,447.52,23,Elderly,0
44,Male,Salaried,Current,30215.95,Transfer,UPI,Mobile,520.79,20,Middle_Aged,0
19,Male,Salaried,Savings,9367.28,Transfer,Card,Mobile,605.66,8,Young,0
22,Female,Self_Employed,Savings,25220.61,Payment,Cash,ATM,735.64,19,Young,0
46,Female,Business,Savings,13982.41,Deposit,Card,Mobile,228.32,16,Middle_Aged,0
54,Male,Business,Savings,1759.57,Cash_Withdrawal,UPI,Mobile,2192.77,8,Senior,0
55,Male,Salaried,Savings,315044.26,Payment,UPI,Mobile,526.3,7,Senior,0
36,Female,Self_Employed,Savings,14201.17,Cash_Withdrawal,Wallet,Mobile,1342.62,4,Middle_Aged,0
25,Female,Student,Current,14845.89,Cash_Withdrawal,UPI,Mobile,1206.03,4,Young,1
65,Male,Salaried,Savings,9162.29,Transfer,Cash,Mobile,398.73,5,Senior,0
62,Female,Salaried,Savings,11544.98,Payment,Card,Mobile,187.51,15,Senior,0
18,Female,Student,Current,23134.08,Payment,Cash,Mobile,1198.87,0,Young,0
39,Female,Salaried,Current,79336.27,Payment,Cash,Web,709.28,8,Middle_Aged,0
69,Female,Self_Employed,Savings,23029.26,Cash_Withdrawal,Card,Mobile,1729.33,20,Elderly,0
34,Male,Retired,Current,20767.62,Deposit,Card,Mobile,2470.61,6,Adult,0
24,Female,Salaried,Savings,70278.36,Deposit,Net_Banking,Mobile,142.77,10,Young,0
42,Female,Salaried,Savings,17685.19,Payment,UPI,ATM,870.38,14,Middle_Aged,0
62,Male,Salaried,Current,27362.25,Transfer,Net_Banking,Mobile,3108.05,23,Senior,0
21,Male,Salaried,Savings,12871.15,Cash_Withdrawal,Cash,Mobile,4615.95,4,Young,0
53,Female,Student,Savings,103580.75,Payment,Card,ATM,175.51,18,Senior,0
23,Female,Self_Employed,Savings,62243.43,Transfer,Card,Branch,3470.21,5,Young,0
48,Female,Salaried,Savings,23804.03,Transfer,UPI,Mobile,399.61,22,Middle_Aged,0
36,Female,Salaried,Savings,19544.43,Payment,Cash,Mobile,2221.5,13,Middle_Aged,0
61,Male,Student,Savings,26226.57,Deposit,UPI,Web,633.39,19,Senior,0
71,Male,Self_Employed,Current,24083.78,Deposit,Wallet,ATM,2313.9,13,Elderly,0
56,Male,Business,Current,7805.19,Deposit,Wallet,Branch,763.75,10,Senior,0
44,Female,Retired,Current,63967.73,Deposit,UPI,Mobile,260.22,3,Middle_Aged,1
27,Female,Self_Employed,Savings,22433.03,Cash_Withdrawal,UPI,Mobile,613.12,9,Adult,0
43,Female,Salaried,Savings,122844.22,Payment,Card,Web,1882.18,1,Middle_Aged,0
36,Female,Salaried,Current,37701.4,Cash_Withdrawal,Wallet,Branch,718.81,3,Middle_Aged,0
56,Male,Business,Current,3580.05,Payment,Card,Web,374.95,19,Senior,0
20,Male,Salaried,Savings,9649.88,Cash_Withdrawal,Card,Mobile,307.54,9,Young,0
62,Female,Salaried,Savings,4832.68,Deposit,Cash,Mobile,488.16,0,Senior,0
30,Male,Student,Savings,9554.44,Deposit,UPI,Mobile,483.95,13,Adult,0
67,Female,Student,Savings,7281.69,Payment,Card,Web,1947.31,17,Elderly,0
45,Female,Salaried,Savings,32927.19,Transfer,UPI,ATM,738.56,11,Middle_Aged,0
37,Male,Salaried,Current,20892.21,Payment,Cash,Mobile,813.47,18,Middle_Aged,0
45,Female,Self_Employed,Savings,48651.21,Payment,UPI,Web,916.14,22,Middle_Aged,0
25,Female,Salaried,Savings,26095.56,Payment,Card,Branch,1882.02,11,Young,0
58,Male,Salaried,Savings,22197.9,Payment,Net_Banking,Mobile,2073.86,4,Senior,0
56,Female,Salaried,Savings,133594.66,Cash_Withdrawal,Card,Web,647.49,3,Senior,0
18,Female,Student,Savings,32152.91,Payment,Cash,ATM,842.21,12,Young,0
20,Male,Salaried,Savings,25225.0,Payment,UPI,ATM,2084.91,17,Young,0
30,Female,Salaried,Savings,13592.14,Payment,Card,Mobile,546.85,11,Adult,0
45,Male,Salaried,Savings,10501.46,Cash_Withdrawal,UPI,Mobile,634.32,15,Middle_Aged,0
74,Female,Salaried,Savings,49831.41,Transfer,Card,Web,2080.58,22,Elderly,0
66,Male,Salaried,Savings,47503.41,Cash_Withdrawal,UPI,Web,617.72,5,Elderly,0
42,Male,Student,Savings,94585.83,Deposit,UPI,Mobile,1404.69,6,Middle_Aged,0
73,Male,Student,Current,39463.41,Payment,UPI,Web,225.96,23,Elderly,0
50,Female,Salaried,Savings,19643.81,Payment,UPI,ATM,1966.0,8,Middle_Aged,0
55,Male,Student,Current,40489.92,Transfer,Card,Mobile,897.08,9,Senior,0
70,Male,Business,Savings,25229.26,Payment,Card,ATM,1647.18,4,Elderly,0
23,Male,Salaried,Current,53761.24,Cash_Withdrawal,UPI,Web,3358.97,20,Young,0
61,Male,Salaried,Current,78234.46,Cash_Withdrawal,Cash,Mobile,785.48,3,Senior,0
62,Male,Salaried,Savings,23509.38,Transfer,Card,Mobile,236.6,10,Senior,0
49,Female,Business,Savings,109737.64,Transfer,Card,Mobile,763.66,18,Middle_Aged,0
62,Female,Self_Employed,Savings,69611.0,Payment,Net_Banking,Mobile,3694.38,6,Senior,0
64,Female,Self_Employed,Current,27286.5,Deposit,UPI,Web,1299.64,12,Senior,0
38,Female,Business,Savings,46009.11,Transfer,UPI,Mobile,378.25,12,Middle_Aged,0
33,Female,Salaried,Savings,34351.38,Transfer,Card,ATM,903.47,20,Adult,0
71,Female,Business,Savings,27380.74,Deposit,Net_Banking,Branch,1786.13,22,Elderly,0
38,Female,Salaried,Current,124307.8,Payment,Card,ATM,967.3,17,Middle_Aged,0
28,Male,Salaried,Savings,40704.08,Transfer,Net_Banking,Web,941.36,8,Adult,0
54,Female,Salaried,Savings,13728.45,Transfer,Net_Banking,Mobile,537.17,12,Senior,0
53,Male,Salaried,Savings,11820.9,Payment,Card,Mobile,582.07,12,Senior,0
52,Male,Self_Employed,Savings,12213.81,Deposit,Cash,Web,1369.85,4,Senior,0
36,Female,Salaried,Savings,39799.26,Payment,Card,ATM,1794.48,11,Middle_Aged,0
37,Male,Business,Savings,20471.5,Cash_Withdrawal,Card,Branch,922.13,0,Middle_Aged,0
74,Male,Salaried,Savings,35123.83,Cash_Withdrawal,Card,Mobile,669.18,17,Elderly,0
35,Male,Salaried,Current,56903.78,Payment,Cash,Mobile,2336.39,20,Adult,0
64,Male,Salaried,Savings,136348.7,Payment,Card,Web,717.89,20,Senior,0
58,Female,Salaried,Savings,20852.34,Transfer,UPI,ATM,1464.57,21,Senior,0
66,Female,Self_Employed,Savings,8718.13,Transfer,Net_Banking,Mobile,1868.74,23,Elderly,0
31,Female,Business,Savings,112862.06,Payment,Cash,Branch,309.79,16,Adult,0
32,Female,Salaried,Savings,8386.0,Cash_Withdrawal,Wallet,Web,1261.09,9,Adult,0
48,Female,Self_Employed,Savings,8126.27,Cash_Withdrawal,Card,Mobile,73.89,8,Middle_Aged,0
18,Female,Salaried,Savings,110543.04,Transfer,UPI,Web,989.93,19,Young,0
70,Female,Retired,Savings,63132.14,Cash_Withdrawal,UPI,Branch,1957.65,7,Elderly,0
71,Female,Salaried,Savings,39651.03,Cash_Withdrawal,Net_Banking,ATM,1535.97,14,Elderly,0
71,Female,Salaried,Current,25849.93,Payment,UPI,Mobile,2440.61,12,Elderly,0
20,Female,Salaried,Savings,22217.53,Cash_Withdrawal,Net_Banking,Mobile,1556.9,20,Young,0
33,Male,Salaried,Current,15983.93,Payment,UPI,Branch,637.57,16,Adult,0
40,Female,Student,Savings,21451.83,Transfer,Net_Banking,Web,235.28,8,Middle_Aged,0
74,Male,Business,Savings,25901.8,Transfer,Net_Banking,Web,1228.01,23,Elderly,0
28,Male,Self_Employed,Savings,8959.23,Transfer,Net_Banking,Branch,1770.12,20,Adult,0
29,Male,Self_Employed,Current,13958.13,Transfer,UPI,Mobile,189.13,10,Adult,0
27,Male,Salaried,Savings,4966.47,Cash_Withdrawal,Card,ATM,1642.37,3,Adult,0
49,Female,Salaried,Savings,28633.77,Cash_Withdrawal,UPI,Mobile,1197.2,23,Middle_Aged,0
33,Male,Student,Savings,28637.75,Payment,UPI,Mobile,761.52,6,Adult,0
25,Female,Student,Savings,111615.18,Deposit,UPI,Web,1702.35,19,Young,0
55,Female,Business,Savings,36331.63,Cash_Withdrawal,Cash,Web,832.66,22,Senior,0
29,Male,Salaried,Savings,17243.08,Payment,UPI,Mobile,780.97,21,Adult,0
41,Female,Student,Savings,22918.87,Payment,Net_Banking,Mobile,307.57,2,Middle_Aged,0
45,Male,Student,Current,39713.95,Deposit,UPI,Web,1643.73,9,Middle_Aged,0
70,Male,Retired,Savings,32276.35,Cash_Withdrawal,Card,Mobile,297.06,2,Elderly,0
25,Female,Student,Savings,42728.81,Payment,UPI,Mobile,553.3,0,Young,1
45,Female,Salaried,Savings,36374.96,Payment,Net_Banking,Mobile,1729.85,13,Middle_Aged,0
53,Male,Salaried,Current,21979.92,Cash_Withdrawal,UPI,Mobile,927.52,12,Senior,0
43,Female,Student,Current,17524.68,Cash_Withdrawal,Net_Banking,Branch,6057.66,4,Middle_Aged,0
25,Female,Salaried,Current,16786.84,Payment,Card,Mobile,1983.97,7,Young,0
67,Female,Salaried,Savings,12833.1,Payment,Net_Banking,Web,2324.68,11,Elderly,0
45,Male,Self_Employed,Current,11319.75,Payment,UPI,Mobile,2575.86,5,Middle_Aged,0
45,Male,Salaried,Savings,117098.55,Cash_Withdrawal,Card,ATM,861.51,23,Middle_Aged,0
54,Female,Business,Savings,29725.73,Transfer,Cash,ATM,644.3,22,Senior,0
58,Female,Retired,Savings,23760.0,Transfer,Net_Banking,Mobile,325.76,1,Senior,0
53,Female,Self_Employed,Savings,18093.22,Cash_Withdrawal,Card,ATM,256.32,23,Senior,0
44,Female,Salaried,Current,37915.05,Cash_Withdrawal,Net_Banking,Mobile,3454.32,3,Middle_Aged,0
71,Female,Salaried,Savings,70469.21,Deposit,UPI,Mobile,588.63,4,Elderly,1
34,Male,Business,Savings,47983.46,Transfer,Cash,Web,2680.92,10,Adult,0
26,Female,Business,Current,56233.69,Transfer,UPI,Mobile,251.67,12,Adult,0
50,Male,Salaried,Current,16827.62,Payment,UPI,ATM,913.56,7,Middle_Aged,0
70,Female,Business,Savings,26814.46,Payment,Card,Web,3895.99,20,Elderly,0
37,Male,Student,Savings,17005.59,Payment,Net_Banking,Mobile,1430.93,4,Middle_Aged,0
30,Female,Salaried,Current,29308.27,Payment,Wallet,Branch,1469.25,5,Adult,0
45,Male,Salaried,Savings,74464.13,Deposit,Card,Branch,610.15,14,Middle_Aged,0
65,Female,Salaried,Savings,38235.63,Deposit,Net_Banking,Web,444.66,22,Senior,0
46,Male,Student,Savings,98851.25,Transfer,Card,Web,1048.42,15,Middle_Aged,0
30,Male,Business,Savings,21357.99,Cash_Withdrawal,Cash,ATM,355.79,10,Adult,0
63,Male,Salaried,Current,14107.07,Payment,UPI,ATM,984.9,6,Senior,0
52,Male,Salaried,Savings,40526.15,Cash_Withdrawal,Card,Web,2925.55,5,Senior,0
23,Male,Salaried,Savings,29586.89,Deposit,UPI,Mobile,308.88,11,Young,0
35,Male,Salaried,Savings,34827.47,Transfer,UPI,Mobile,2084.28,3,Adult,1
68,Female,Salaried,Savings,30902.0,Transfer,Card,Web,2968.79,13,Elderly,0
22,Male,Business,Savings,18259.71,Transfer,Net_Banking,Web,845.36,10,Young,0
64,Female,Self_Employed,Savings,31463.67,Transfer,Card,ATM,1133.84,11,Senior,0
42,Female,Self_Employed,Savings,58612.1,Deposit,Net_Banking,Mobile,678.93,1,Middle_Aged,0
19,Female,Business,Savings,63632.92,Cash_Withdrawal,Net_Banking,ATM,804.29,10,Young,0
27,Female,Salaried,Savings,18185.62,Payment,UPI,Web,2485.23,12,Adult,0
73,Female,Student,Savings,32364.09,Deposit,Card,Mobile,2264.25,10,Elderly,0
47,Male,Salaried,Savings,87701.03,Deposit,Cash,Branch,1625.28,8,Middle_Aged,0
67,Male,Student,Savings,18502.99,Transfer,Net_Banking,Web,2014.08,20,Elderly,0
62,Male,Retired,Current,16001.58,Cash_Withdrawal,Wallet,ATM,1339.47,15,Senior,0
22,Female,Salaried,Savings,50793.43,Transfer,Net_Banking,ATM,321.54,4,Young,0
72,Male,Salaried,Savings,44142.02,Transfer,Card,Mobile,3177.97,11,Elderly,0
73,Male,Self_Employed,Savings,13772.36,Payment,Net_Banking,Branch,448.77,2,Elderly,0
50,Male,Retired,Current,8781.75,Payment,UPI,Mobile,992.14,15,Middle_Aged,0
71,Male,Self_Employed,Savings,31864.41,Cash_Withdrawal,UPI,Web,2574.09,18,Elderly,0
18,Male,Student,Current,19247.23,Transfer,Cash,Mobile,270.09,16,Young,0
35,Female,Student,Savings,6993.52,Cash_Withdrawal,Net_Banking,Mobile,2047.83,10,Adult,0
49,Male,Salaried,Current,15525.48,Cash_Withdrawal,Wallet,Branch,332.91,20,Middle_Aged,0
64,Female,Salaried,Current,43568.42,Transfer,UPI,ATM,1987.72,18,Senior,0
66,Female,Student,Savings,23834.07,Deposit,Net_Banking,Web,3650.68,17,Elderly,0
28,Female,Salaried,Savings,94172.48,Payment,Net_Banking,ATM,524.51,8,Adult,0
38,Female,Retired,Savings,5065.51,Payment,Cash,Web,460.54,12,Middle_Aged,0
43,Female,Salaried,Savings,78463.9,Payment,UPI,Web,1183.27,5,Middle_Aged,0
42,Male,Business,Savings,20432.4,Payment,Cash,Branch,446.3,2,Middle_Aged,0
39,Male,Business,Savings,18201.57,Cash_Withdrawal,Card,ATM,124.31,22,Middle_Aged,0
44,Male,Salaried,Savings,7777.93,Deposit,Cash,ATM,1069.23,11,Middle_Aged,0
66,Female,Business,Savings,39029.2,Deposit,Cash,Mobile,1533.21,8,Elderly,0
30,Male,Salaried,Savings,6239.09,Transfer,Net_Banking,Mobile,789.6,8,Adult,0
50,Male,Salaried,Savings,51757.41,Cash_Withdrawal,UPI,Web,1227.93,14,Middle_Aged,0
51,Female,Business,Savings,8016.91,Cash_Withdrawal,Card,Mobile,3130.29,0,Senior,0
58,Female,Student,Current,9094.59,Transfer,Card,ATM,766.73,17,Senior,0
52,Female,Retired,Savings,10373.69,Payment,UPI,Web,874.25,14,Senior,0
18,Female,Salaried,Current,15172.5,Payment,Wallet,Web,1075.2,7,Young,0
38,Male,Business,Savings,57162.92,Transfer,UPI,Branch,801.13,10,Middle_Aged,0
65,Female,Salaried,Savings,89604.89,Transfer,Card,Mobile,801.34,16,Senior,0
72,Female,Salaried,Savings,16480.37,Transfer,Net_Banking,Mobile,6054.81,13,Elderly,0
23,Male,Student,Savings,25919.47,Payment,UPI,ATM,1243.56,18,Young,0
45,Male,Business,Current,39812.41,Cash_Withdrawal,Net_Banking,ATM,815.0,22,Middle_Aged,0
34,Female,Self_Employed,Savings,20672.3,Payment,Card,Mobile,4377.8,23,Adult,0
22,Male,Self_Employed,Savings,38584.51,Transfer,UPI,Branch,3246.7,4,Young,0
48,Female,Salaried,Current,26815.53,Cash_Withdrawal,Net_Banking,ATM,2047.29,1,Middle_Aged,0
22,Female,Self_Employed,Savings,21965.58,Cash_Withdrawal,UPI,Mobile,596.03,14,Young,0
55,Male,Business,Current,8639.91,Cash_Withdrawal,Card,ATM,16854.32,18,Senior,0
20,Male,Business,Current,30310.05,Transfer,UPI,Mobile,229.12,15,Young,0
70,Female,Salaried,Savings,57913.2,Payment,UPI,ATM,184.71,12,Elderly,0
40,Female,Business,Savings,14434.52,Deposit,Net_Banking,Mobile,1608.25,6,Middle_Aged,0
54,Female,Self_Employed,Savings,5571.3,Deposit,Net_Banking,Mobile,767.46,16,Senior,0
70,Male,Salaried,Savings,20834.37,Payment,UPI,ATM,92.1,18,Elderly,0
54,Female,Self_Employed,Savings,90022.64,Cash_Withdrawal,Cash,ATM,952.62,6,Senior,0
27,Female,Business,Current,70937.89,Cash_Withdrawal,Net_Banking,Web,1186.64,11,Adult,0
27,Female,Salaried,Savings,16909.49,Deposit,Net_Banking,Mobile,926.81,12,Adult,0
36,Female,Student,Savings,38731.64,Payment,Card,ATM,1483.59,12,Middle_Aged,0
34,Female,Salaried,Savings,43951.27,Transfer,Net_Banking,Branch,685.55,13,Adult,0
38,Male,Salaried,Savings,88633.97,Transfer,Card,Mobile,954.67,14,Middle_Aged,0
31,Female,Self_Employed,Savings,7781.73,Payment,Cash,Mobile,4056.72,1,Adult,0
26,Female,Salaried,Current,11440.76,Payment,Wallet,Branch,2860.74,5,Adult,0
63,Female,Self_Employed,Savings,5389.43,Cash_Withdrawal,UPI,Mobile,890.14,8,Senior,0
18,Female,Self_Employed,Savings,15635.08,Payment,UPI,Web,1897.38,14,Young,0
68,Male,Salaried,Savings,63135.88,Cash_Withdrawal,UPI,Branch,2627.07,19,Elderly,0
62,Male,Self_Employed,Savings,17192.43,Transfer,UPI,ATM,429.42,15,Senior,0
30,Male,Retired,Savings,9446.97,Cash_Withdrawal,UPI,Branch,1526.02,1,Adult,0
21,Female,Business,Current,32251.15,Payment,Cash,ATM,1282.18,2,Young,0
18,Female,Self_Employed,Savings,32921.96,Deposit,Card,Mobile,2116.74,22,Young,0
66,Male,Retired,Current,11924.62,Payment,Card,Web,426.67,19,Elderly,0
57,Male,Business,Savings,17946.73,Deposit,Card,Branch,1059.77,22,Senior,0
49,Male,Salaried,Savings,30347.25,Transfer,UPI,Web,515.78,20,Middle_Aged,0
51,Female,Self_Employed,Current,48863.66,Deposit,Card,ATM,1528.5,7,Senior,0
45,Female,Business,Savings,16008.93,Payment,Cash,Mobile,480.48,7,Middle_Aged,0
48,Male,Business,Savings,14265.78,Payment,UPI,Mobile,635.68,20,Middle_Aged,0
25,Male,Salaried,Savings,124249.11,Deposit,Wallet,Mobile,1239.72,6,Young,0
56,Male,Self_Employed,Current,21607.14,Payment,Card,Branch,428.27,10,Senior,0
43,Female,Student,Current,32844.76,Deposit,Net_Banking,Mobile,217.94,21,Middle_Aged,0
51,Female,Self_Employed,Savings,45192.75,Transfer,UPI,Mobile,3100.06,12,Senior,1
71,Female,Salaried,Savings,6441.34,Payment,Net_Banking,ATM,576.28,7,Elderly,0
71,Male,Salaried,Current,26507.38,Cash_Withdrawal,Cash,Mobile,270.49,8,Elderly,0
20,Male,Salaried,Savings,7211.46,Payment,Net_Banking,Web,361.9,15,Young,0
67,Female,Student,Current,24230.76,Deposit,Cash,Mobile,992.52,4,Elderly,0
29,Male,Business,Savings,80700.43,Cash_Withdrawal,Wallet,Web,5308.59,22,Adult,0
18,Female,Self_Employed,Current,12103.2,Payment,Cash,ATM,953.65,13,Young,0
71,Male,Self_Employed,Savings,7093.01,Payment,Net_Banking,Mobile,1964.26,0,Elderly,0
61,Male,Salaried,Current,121801.58,Cash_Withdrawal,Net_Banking,Web,746.8,23,Senior,0
22,Male,Salaried,Savings,10746.7,Cash_Withdrawal,Cash,ATM,1320.62,18,Young,0
47,Male,Self_Employed,Savings,8112.3,Payment,Card,Mobile,891.86,16,Middle_Aged,0
47,Female,Self_Employed,Savings,98245.55,Cash_Withdrawal,UPI,Web,1939.31,21,Middle_Aged,0
74,Male,Salaried,Savings,10413.14,Payment,Net_Banking,Mobile,353.34,13,Elderly,0
34,Female,Salaried,Savings,100301.04,Payment,Card,Mobile,1182.28,12,Adult,0
65,Female,Salaried,Savings,33499.06,Deposit,Cash,Web,1278.83,7,Senior,0
64,Female,Self_Employed,Current,75144.31,Deposit,UPI,Branch,1629.31,2,Senior,0
40,Male,Business,Savings,31221.21,Transfer,Card,ATM,285.49,0,Middle_Aged,0
32,Female,Salaried,Savings,63816.17,Deposit,Cash,Web,681.33,18,Adult,0
54,Female,Salaried,Savings,12903.33,Payment,Card,ATM,2000.21,14,Senior,0
38,Female,Self_Employed,Savings,16467.07,Payment,Card,ATM,1374.48,20,Middle_Aged,0
31,Male,Student,Savings,4952.22,Transfer,UPI,Mobile,6209.46,7,Adult,1
19,Male,Salaried,Savings,58537.64,Transfer,UPI,Branch,645.9,8,Young,0
28,Female,Salaried,Current,37633.71,Deposit,Cash,Mobile,150.32,12,Adult,0
68,Male,Salaried,Savings,12017.75,Transfer,UPI,Mobile,687.92,11,Elderly,0
56,Female,Student,Savings,6640.07,Payment,Cash,ATM,76.56,8,Senior,0
